INSTNM,Agriculture,Natural Resources and Conservation,Architecture,Communication,Communications Technologies/Technicians,Computer And Information Sciences,Personal And Culinary Services,Education,Engineering,Engineering Technologies,"Foreign Languages, Literatures, And Linguistics",Family And Consumer Sciences/Human Sciences,Legal Professions And Studies,English Language And Literature/Letters,Liberal Arts And Sciences,Library Science,Biological And Biomedical Sciences,Mathematics And Statistics,Military Technologies And Applied Sciences,Multi/Interdisciplinary Studies,"Parks, Recreation, Leisure, And Fitness Studies",Philosophy And Religious Studies,Theology And Religious Vocations,Physical Sciences,Science Technologies/Technicians,Psychology,"Homeland Security, Law Enforcement, Firefighting And Related Protective Services", Public Administration And Social Service Professions,Social Sciences,Construction Trades,Mechanic And Repair Technologies/Technicians,Precision Production,Transportation And Materials Moving,Visual And Performing Arts,Health Professions And Related Programs,"Business, Management, Marketing, And Related Support Services",History
First Coast Technical College,2.77,0.0,0.0,0.0,1.8499999999999999,0.0,20.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.620000000000001,0.0,0.0,0.0,6.460000000000001,6.15,0.0,0.0,49.54,0.0,0.0
Saint Leo University,0.0,0.0,0.0,0.0,0.0,5.52,0.0,3.19,0.0,0.0,0.0,0.0,0.0,0.51,18.3,0.0,1.28,0.22,0.0,0.19,1.4,1.02,0.16,0.0,0.0,9.39,17.75,5.43,2.71,0.0,0.0,0.0,0.0,0.0,3.64,29.09,0.19
St Petersburg College,0.0,0.37,0.0,0.19,0.63,7.03,0.54,2.4899999999999998,0.0,1.44,0.0,0.76,1.16,0.0,51.41,0.0,0.63,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,6.6000000000000005,0.38999999999999996,0.0,0.0,0.0,0.0,0.16,0.43,17.84,7.79,0.0
Pinellas Technical College-St. Petersburg,1.7399999999999998,0.0,0.0,0.0,0.58,0.29,8.7,0.0,0.0,5.510000000000001,0.0,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.12,31.59,2.03,12.17,2.9,21.45,0.0,0.0
Santa Fe College,1.06,0.0,0.0,0.0,0.0,6.22,0.0,1.24,0.0,0.41000000000000003,0.0,0.33999999999999997,0.27999999999999997,0.0,62.12,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5700000000000001,0.0,2.37,0.0,0.0,1.01,0.52,0.31,0.13,0.18,18.790000000000003,4.34,0.0
Suncoast Technical College,0.0,0.0,0.0,0.0,1.04,2.6100000000000003,13.58,0.0,0.0,0.7799999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.98,0.0,0.0,1.5699999999999998,8.88,0.26,0.0,0.0,44.91,3.39,0.0
Argosy University-Sarasota,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.00000000000001,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
Seminole State College of Florida,0.0,0.0,0.0,0.95,0.45999999999999996,6.35,0.0,1.0699999999999998,0.0,4.29,0.0,1.49,0.53,0.0,38.97,0.0,6.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,4.5600000000000005,0.0,0.0,0.65,1.31,0.22999999999999998,0.0,2.44,11.31,19.16,0.0
Sheridan Technical College,0.0,0.0,0.0,0.0,0.0,1.49,17.8,0.0,0.0,0.0,0.0,12.21,1.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,11.28,0.0,16.220000000000002,1.58,28.42,3.82,0.0
Saint John Vianney College Seminary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saint Johns River State College,0.0,0.0,0.0,0.0,0.0,7.64,0.0,4.4,0.0,0.38999999999999996,0.0,0.0,0.0,0.0,47.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.42,0.0,0.0,0.0,0.08,0.0,0.0,1.78,17.76,11.81,0.0
South Florida State College,1.09,0.0,0.0,0.0,0.0,1.6400000000000001,2.87,1.5,0.0,0.27,0.0,0.0,0.0,0.0,49.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.29,0.0,0.0,0.96,2.46,0.0,1.91,0.0,24.45,4.37,0.0
University of South Florida-Main Campus,0.0,1.53,0.13999999999999999,5.57,0.0,2.75,0.0,3.9899999999999998,6.29,0.0,0.58,0.0,0.0,1.8900000000000001,6.11,0.0,11.26,0.89,0.0,0.44,0.0,0.47000000000000003,0.0,1.47,0.0,5.42,0.0,2.16,9.98,0.0,0.0,0.0,0.0,1.96,21.01,15.03,1.04
St. Thomas University,0.0,0.0,0.0,4.41,0.0,1.32,0.0,3.08,0.0,0.0,0.0,0.0,0.0,3.08,3.52,0.0,7.489999999999999,1.32,0.0,0.0,0.0,0.0,0.88,3.9600000000000004,0.0,7.93,15.42,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.44,44.05,0.44
Stetson University,0.0,0.89,0.15,4.279999999999999,0.0,1.6199999999999999,0.0,5.609999999999999,0.0,0.0,1.03,0.0,0.0,2.9499999999999997,0.15,0.0,7.9799999999999995,1.03,0.0,0.0,2.9499999999999997,2.36,0.0,1.6199999999999999,0.0,9.01,0.0,0.0,8.12,0.0,0.0,0.0,0.0,10.190000000000001,8.12,30.130000000000003,1.77
Southeastern University,0.0,0.0,0.0,5.89,0.0,0.15,0.0,9.969999999999999,0.0,0.0,0.0,0.0,1.51,3.7800000000000002,1.3599999999999999,0.0,1.51,0.0,0.0,2.27,4.53,0.0,25.979999999999997,0.0,0.0,6.5,3.17,7.249999999999999,0.0,0.0,0.0,0.0,0.0,4.08,4.83,16.31,0.91
Bene's Career Academy,0.0,0.0,0.0,0.0,0.0,0.0,87.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,0.0
Riveroak Technical College,0.0,0.0,0.0,0.0,0.0,0.0,11.76,0.0,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,2.35,0.0,0.0,0.0,81.17999999999999,0.0,0.0
Tallahassee Community College,0.0,0.03,0.0,0.0,0.0,2.79,0.0,1.59,0.0,0.95,0.0,0.0,0.54,0.0,73.3,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.34,1.11,0.0
Talmudic College of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Altierus Career College-Tampa,0.0,0.0,0.0,0.0,0.0,1.76,0.0,0.0,0.0,21.59,0.0,0.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2,0.0,0.0,11.450000000000001,0.0,0.0,0.0,0.0,54.190000000000005,6.17,0.0
The University of Tampa,0.0,0.9900000000000001,0.0,10.82,0.0,1.78,0.0,3.83,0.0,0.0,0.13,0.0,0.0,1.32,0.4,0.0,6.79,0.59,0.0,1.52,7.39,0.26,0.0,1.06,0.0,4.16,0.33,0.0,10.95,0.0,0.0,0.0,0.0,6.859999999999999,9.229999999999999,30.61,0.9900000000000001
Big Bend Technical College,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.0,21.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.290000000000001,34.38,0.0,0.0,29.17,1.04,0.0
Tom P Haney Technical Center,0.0,0.0,0.0,0.0,3.2099999999999995,1.83,22.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6700000000000004,27.060000000000002,10.09,0.0,0.0,27.98,4.130000000000001,0.0
Trinity Baptist College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.790000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.4,0.0,0.0,14.04,0.0,0.0,7.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7500000000000002,0.0,0.0,0.0
Trinity College of Florida,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0
Fashion Focus Hair Academy,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valencia College,0.31,0.0,0.0,0.13,0.12,8.7,1.54,0.7,0.0,2.13,0.0,0.0,0.47000000000000003,0.0,51.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.0,0.0,0.0,0.0,2.09,5.65,22.64,0.0
Warner University,3.6000000000000005,0.0,0.0,2.16,0.0,0.0,0.0,10.79,0.0,0.0,0.0,0.0,0.0,0.36,30.580000000000002,0.0,2.16,0.0,0.0,0.0,10.79,0.0,7.19,0.0,0.0,1.08,0.0,3.2399999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.8000000000000003,25.900000000000002,0.36
Florida Panhandle Technical College,0.0,0.0,0.0,0.9900000000000001,0.9900000000000001,3.29,4.93,0.0,0.0,0.9900000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.66,0.0,0.0,3.29,2.96,3.95,7.24,0.0,45.07,0.66,0.0
Webber International University,0.0,0.0,0.0,0.0,0.0,2.1399999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.7100000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.43,0.0,0.0,0.0,0.0,0.0,15.709999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0
Rasmussen College-Florida,0.0,0.0,0.0,0.0,0.0,3.04,0.0,12.11,0.52,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,3.5900000000000003,0.0,0.0,0.0,0.0,0.0,0.6799999999999999,50.96000000000001,25.77,0.0
The University of West Florida,0.0,1.02,0.0,4.42,0.0,3.36,0.0,3.0300000000000002,2.44,1.02,0.0,0.0,1.1199999999999999,1.32,27.650000000000002,0.0,3.53,0.79,0.0,0.16,4.61,0.26,0.0,1.29,0.0,4.25,3.0300000000000002,2.1399999999999997,5.47,0.0,0.0,0.0,0.0,2.31,15.290000000000001,10.22,1.25
Orange Technical College-Westside Campus,0.0,0.0,0.0,2.87,0.0,3.74,39.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.74,8.62,5.17,0.0,0.0,35.92,0.0,0.0
William T McFatter Technical College,0.0,0.0,0.0,1.01,2.88,4.32,7.200000000000001,2.45,0.0,1.01,0.0,1.15,1.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.88,0.0,0.0,0.0,5.33,3.46,0.0,1.15,46.25,3.3099999999999996,0.0
Orange Technical College-Winter Park Campus,0.0,0.0,0.0,1.18,0.0,20.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.78,0.0,0.59,65.09,10.65,0.0
Withlacoochee Technical College,0.0,0.0,0.0,0.0,0.0,2.94,9.24,0.0,0.0,8.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.769999999999996,0.0,0.0,5.04,15.129999999999999,0.84,0.0,0.0,25.21,0.0,0.0
Abraham Baldwin Agricultural College,20.64,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.81,0.0,2.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.01,15.939999999999998,5.87,0.0
Agnes Scott College,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,0.0,0.0,9.09,0.0,0.0,13.13,7.580000000000001,0.0,2.53,0.0,2.53,0.0,5.050000000000001,0.0,9.09,0.0,0.0,14.649999999999999,0.0,0.0,0.0,0.0,6.0600000000000005,13.13,7.580000000000001,3.54
Interactive College of Technology-Chamblee,0.0,0.0,0.0,0.0,0.0,3.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.980000000000004,0.0,0.0,0.0,5.59,26.71,0.0
Interactive College of Technology-Morrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.43,69.57,0.0
Albany Technical College,0.79,0.0,0.0,0.0,0.0,2.96,3.84,3.7900000000000005,0.0,2.82,0.0,4.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.55,0.0,0.0,3.65,15.110000000000001,6.01,3.42,0.88,9.520000000000001,31.15,0.0
Albany State University,0.0,0.0,0.0,0.9400000000000001,0.0,1.4200000000000002,0.0,6.67,0.0,0.0,0.06999999999999999,0.0,0.4,0.61,28.77,0.0,2.29,0.74,0.0,0.06999999999999999,0.0,0.0,0.2,0.13,0.0,2.22,5.53,1.68,1.28,0.0,0.0,0.0,0.0,0.88,37.6,7.82,0.67
Andrew College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.639999999999999,0.0,0.0,0.0,0.0,0.0,0.0,6.819999999999999,0.0,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,0.0,4.55,0.0,0.0,0.0,0.0,6.819999999999999,31.819999999999997,27.27,2.27
Armstrong State University,0.0,0.0,0.09,0.0,0.0,2.32,0.0,8.91,0.0,0.0,0.8,0.0,1.43,3.74,17.47,0.0,7.75,1.0699999999999998,0.0,0.0,0.0,0.0,0.0,1.34,0.0,5.35,3.65,0.0,2.58,0.0,0.0,0.0,0.0,2.85,38.24,1.43,0.98
The Art Institute of Atlanta,0.0,0.0,0.0,0.0,12.97,12.97,25.650000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.92,0.0,7.489999999999999,0.0
Georgia Career Institute,0.0,0.0,0.0,0.0,0.0,0.0,82.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.83,0.0,0.0
Atlanta Technical College,0.0,0.0,0.0,0.0,0.0,3.9600000000000004,8.83,3.34,0.0,0.04,0.0,2.6100000000000003,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,5.41,0.0,0.0,6.76,17.09,1.11,1.5,2.8400000000000003,29.26,16.28,0.0
Point University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8399999999999999,0.0,0.0,0.0,4.41,0.0,0.74,9.56,0.0,2.94,0.0,0.0,0.0,2.5700000000000003,0.0,26.47,0.0,0.0,22.06,4.78,0.0,2.5700000000000003,0.0,0.0,0.0,0.0,2.5700000000000003,0.0,18.38,1.1
Atlanta Metropolitan State College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.02,0.0,2.76,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.8699999999999997,0.0
Atlanta's John Marshall Law School,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.02,0.0,2.76,0.5499999999999999,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,3.8699999999999997,0.0
Atlanta School of Massage,0.0,0.0,0.0,0.0,0.0,0.0,37.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.55,0.0,0.0
Clark Atlanta University,0.0,0.0,0.0,20.23,0.0,1.63,0.0,1.63,0.0,0.0,0.22999999999999998,0.0,0.0,2.79,0.0,0.0,8.6,1.4,0.0,0.0,0.0,0.47000000000000003,0.0,1.4,0.0,11.63,8.14,5.81,3.7199999999999998,0.0,0.0,0.0,0.0,7.4399999999999995,0.0,24.65,0.22999999999999998
Augusta Technical College,3.56,0.0,0.0,0.0,0.0,7.46,11.72,2.1,0.0,2.4,0.0,2.4,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5499999999999999,0.0,0.0,0.1,0.0,0.0,6.510000000000001,0.0,0.0,7.16,13.03,9.67,0.0,4.859999999999999,13.68,14.030000000000001,0.0
Bainbridge State College,0.18,0.0,0.0,0.0,0.0,0.72,3.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.69,0.0,0.0,3.4099999999999997,4.12,2.5100000000000002,14.16,0.0,33.15,11.469999999999999,0.0
Berry College,0.0,4.07,0.0,6.72,0.0,0.0,0.0,6.3100000000000005,0.0,1.02,1.83,0.0,0.0,3.6700000000000004,0.0,0.0,19.759999999999998,1.83,0.0,0.61,7.33,1.22,0.0,2.85,0.0,8.55,0.0,0.0,4.89,0.0,0.0,0.0,0.0,3.46,5.7,17.52,2.65
Beulah Heights University,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.67,0.0
Brenau University,0.0,0.0,0.0,2.34,0.0,0.0,0.0,6.77,0.0,0.0,0.0,0.0,0.52,0.26,19.009999999999998,0.0,2.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6899999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,30.73,20.830000000000002,0.7799999999999999
Brewton-Parker College,0.0,0.0,0.0,0.0,0.0,5.0,0.0,11.67,0.0,0.0,0.0,0.0,0.0,1.67,23.330000000000002,0.0,8.33,0.0,0.0,0.0,11.67,1.67,0.0,0.0,0.0,10.0,3.3300000000000005,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.3300000000000005
Brown College of Court Reporting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
College of Coastal Georgia,0.0,0.0,0.8699999999999999,0.0,0.0,0.0,0.0,7.5200000000000005,0.0,0.0,0.16999999999999998,0.0,0.0,0.0,43.01,0.0,4.02,0.52,0.0,4.2,0.0,0.0,0.0,0.0,0.0,6.47,1.4,3.5000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,18.529999999999998,9.790000000000001,0.0
West Georgia Technical College,0.0,0.0,0.0,0.0,0.0,7.03,9.41,1.53,0.0,1.1900000000000002,0.0,4.55,0.0,0.13999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.42,0.0,0.0,0.2,14.540000000000001,12.57,6.11,0.6799999999999999,27.55,10.09,0.0
Carver Bible College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.33,0.0,0.0,16.669999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Clayton  State University,0.0,0.0,0.0,2.8400000000000003,0.0,6.77,0.0,1.01,0.0,0.0,0.0,0.0,4.3,1.6500000000000001,15.459999999999999,0.0,3.29,0.09,0.0,0.0,2.01,0.0,0.0,0.73,0.0,10.61,2.3800000000000003,0.0,2.8400000000000003,0.0,0.0,0.0,0.0,1.37,22.869999999999997,20.31,1.46
Columbia Theological Seminary,0.0,0.0,0.0,2.8400000000000003,0.0,6.77,0.0,1.01,0.0,0.0,0.0,0.0,4.3,1.6500000000000001,15.459999999999999,0.0,3.29,0.09,0.0,0.0,2.01,0.0,0.0,0.73,0.0,10.61,2.3800000000000003,0.0,2.8400000000000003,0.0,0.0,0.0,0.0,1.37,22.869999999999997,20.31,1.46
Columbus Technical College,0.0,0.0,0.0,0.0,0.0,3.37,3.65,1.9300000000000002,0.0,1.6500000000000001,0.0,2.2,0.33999999999999997,3.1,0.21,0.0,0.13999999999999999,0.0,0.0,0.0,0.27999999999999997,0.0,0.0,0.0,0.0,0.0,3.3099999999999996,0.0,0.0,2.55,32.37,5.58,0.0,0.0,33.61,5.72,0.0
Columbus State University,0.0,0.0,0.0,6.660000000000001,0.0,4.6,0.0,6.5,0.24,0.0,0.16,0.0,0.0,1.35,3.25,0.0,3.8,1.03,0.0,1.1900000000000002,3.09,0.0,0.0,1.11,0.0,3.49,17.04,0.0,4.68,0.0,0.0,0.0,0.0,6.419999999999999,19.57,14.180000000000001,1.66
Georgia Northwestern Technical College,0.15,0.0,0.0,0.0,0.0,9.51,5.76,1.4,0.0,1.8800000000000001,0.0,6.260000000000001,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.44999999999999996,0.0,0.63,20.61,4.35,1.46,0.0,23.41,19.98,0.0
Covenant College,0.0,0.0,0.0,0.0,0.0,3.1300000000000003,0.0,7.59,0.0,0.0,1.34,0.0,0.0,11.16,0.0,0.0,10.71,1.79,0.0,10.27,3.1300000000000003,2.68,4.91,5.8,0.0,8.93,0.0,0.0,10.27,0.0,0.0,0.0,0.0,6.25,0.0,8.04,4.02
Dalton State College,0.0,0.0,0.0,0.36,0.0,0.0,0.0,7.24,0.0,2.02,0.0,0.0,0.0,2.02,26.13,0.0,4.99,1.0699999999999998,0.0,3.09,0.0,0.0,0.0,1.1900000000000002,0.0,2.85,3.8,2.4899999999999998,0.0,0.0,0.0,0.0,0.0,0.59,22.21,17.580000000000002,2.3800000000000003
Pro Way Hair School,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
South University-Savannah,0.0,0.0,0.0,0.49,0.0,4.43,0.0,0.0,0.0,0.0,0.0,0.0,8.870000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.4,3.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.07,14.29,0.0
East Georgia State College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.83,0.0,1.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emmanuel College,0.0,0.0,0.0,3.75,0.0,3.1300000000000003,0.0,13.750000000000002,0.0,0.0,0.0,0.0,0.63,1.25,13.13,0.0,7.5,1.8800000000000001,0.0,0.0,20.0,0.0,3.75,0.0,0.0,6.88,2.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.63,16.25,2.5
Emory University,0.0,1.71,1.09,0.98,0.0,1.4,0.0,0.05,0.16,0.0,1.71,0.0,0.0,2.59,0.47000000000000003,0.0,15.740000000000002,4.66,0.0,3.16,2.74,1.6099999999999999,0.0,3.7800000000000002,0.0,6.94,0.0,0.0,15.790000000000001,0.0,0.0,0.0,0.0,2.69,10.51,20.2,2.02
Georgia Highlands College,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.05,0.0,0.0
Fort Valley State University,7.920000000000001,0.0,0.0,2.19,0.0,5.19,0.0,4.1,0.0,2.46,0.0,6.5600000000000005,0.0,1.09,6.5600000000000005,0.0,6.83,1.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.85,12.02,3.01,4.92,0.0,0.0,0.0,0.0,1.09,6.83,9.02,2.46
Grady Health System Professional Schools,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0
Georgia Institute of Technology-Main Campus,0.0,0.0,0.0,1.16,0.0,12.7,0.0,0.0,64.92999999999999,0.0,0.3,0.0,0.0,0.0,0.0,0.0,3.1300000000000003,0.89,0.0,0.97,0.0,0.0,0.0,1.5,0.0,0.5499999999999999,0.0,0.33,0.5499999999999999,0.0,0.0,0.0,0.0,1.11,0.0,10.7,0.36
